"strong","lemma","gloss","freq","vu","updatedAt"
"H4248","מַחְלוֹן","Machlon = «malade, maladif»","4","false","null"
"H4249","מַחְלִי","Machli = «malade, faible»","12","false","null"
"H4250","מַחְלִי","De Machli, Machlites = voir Machli «ma maladie»","2","false","null"
"H4251","מַחֲלוּי","maladie, souffrance","1","false","null"
"H4252","מַחֲלָף","couteau","1","false","null"
"H4253","מַחֲלָפָה","tresse, mèche, natte","3","false","null"
"H4254","מַחֲלָצָה","robe ou habit précieux","2","false","null"
"H4255","מַחְלְקָה","classe, division, rang","1","false","null"
"H4256","מַחֲלֹ֫קֶת","division, portion, classe, part, partage, lot","42","false","null"
"H4257","מַחֲלַת","trouvé dans l’en-tête des Psaume  et Psaume 81","2","false","null"
"H4258","מַחֲלַת","Mahalath = «flûte, harpe, instrument à cordes, doux...»","2","false","null"
"H4259","מְחֹלָתִי","De Mehola (Meholathite?) = voir Mehola  «de la danse»","2","false","null"
"H4260","מַחֲמָאֹת","comme le lait caillé, lisse, onctueux, hypocrite","1","false","null"
"H4261","מַחְמָד","délices, chose désirable, plaisante","13","false","null"
"H4262","מַחְמֹד","désirable, chose précieuse","1","false","null"
"H4263","מַחְמָל","objet de compassion ou de pitié, chose dont on a pitié","1","false","null"
"H4264","מַחֲנֶה","campement, camp","215","false","null"
"H4265","מַחֲנֵה־דָ֑ן","Machané-Dan = «camp de Dan»","4","false","null"
"H4266","מַחֲנַיִם","Mahanaïm = «deux camps»","13","false","null"
"H4267","מַחֲנָק","étranglement, strangulation, suffocation, étouffement","1","false","null"
"H4268","מַחְסֶּה","refuge, abri","20","false","null"
"H4269","מַחְסוֹם","muselière, bride","1","false","null"
"H4270","מַחְסוֹר","besoin, pauvreté, chose qui manque","13","false","null"
"H4271","מַחְסֵיָה","Maaséja = «l’Éternel est un abri»","2","false","null"
"H4272","מָחַץ","frapper à travers, briser, blesser sévèrement","14","false","null"
"H4273","מַ֫חַץ","sévère blessure, contusion, coup","1","false","null"
"H4274","מַחְצֵב","de taille, taillée","3","false","null"
"H4275","מֶחֱצָה","moitié","2","false","null"
"H4276","מַחֲצִית","moitié, milieu","16","false","null"
"H4277","מָחַק","(Qal) détruire entièrement, anéantir","1","false","null"
"H4278","מֶחְקָר","étendue, espace, champ","1","false","null"
"H4279","מָחָר","demain, dans le temps à venir, dans le futur","52","false","null"
"H4281","מַחֲרֵשָׁה","bêche, pioche","3","false","null"
"H4283","מׇחֳרָת","le lendemain, le jour après","32","false","null"
"H4284","מַחֲשָׁבָה","pensée, dessein, projet","56","false","null"
"H4285","מַחְשָׁךְ","lieu sombre, ténèbres, secret","7","false","null"
"H4286","מַחְשֹׂף","un dépouillement, une mise à nu","1","false","null"
"H4287","מַ֫חַת","Machath = «cupide, qui saisit»","3","false","null"
"H4288","מְחִתָּה","destruction, ruine, terreur, une rupture","11","false","null"
"H4289","מַחְתָּה","brasier, encensoir, cendrier, baquet","22","false","null"
"H4290","מַחְתֶּ֫רֶת","une effraction, un vol","2","false","null"
"H4291","מְטָא","arriver à, parvenir, atteindre","8","false","null"
"H4292","מַטְאֲטֵא","balai, genêt","1","false","null"
"H4293","מַטְבֵּחַ","lieu d’abattage, massacrer, abattre","1","false","null"
"H4294","מַטֶּה","bâton, branche, tribu","252","false","null"
"H4295","מַ֫טָּה","en descendant, en bas, au dessous de","19","false","null"
"H4296","מִטָּה","couche, lit, civière","29","false","null"
"H4297","מֻטֶּה","une perversion, ce qui est perverti ou détourné","1","false","null"
"H4298","מֻטָּה","étendue, déploiement, ce qui s’étend","1","false","null"
"H4299","מַטְוֶה","ce qui est filé, fil","1","false","null"
"H4300","מְטִיל","barres martelées, barres de fer travaillées, pièces de métal façonnées","1","false","null"
"H4301","מַטְמוֹן","trésor caché, trésor","5","false","null"
"H4302","מַטָּע","lieu où l’on plante, action de planter, plantation","6","false","null"
"H4303","מַטְעָם","nourriture de choix ou savoureuse, chose délectable, friandise","8","false","null"
"H4304","מִטְפַּ֫חַת","manteau","2","false","null"
"H4305","מָטַר","pleuvoir","17","false","null"
"H4306","מָטַר","pluie","38","false","null"
"H4307","מַטָּרָה","garde, salle de garde, prison, but, cible","16","false","null"
"H4308","מַטְרֵד","Mathred = «qui s’avance»","2","false","null"
"H4309","מַטְרִי","Matri = «pluie de l’Éternel»","1","false","null"
"H4310","מִי","qui?, de qui?, lequel?","424","false","null"
"H4311","מֵידְבָא","Médeba = «eau du repos»","5","false","null"
"H4312","מֵידָד","Médad = «amour»","2","false","null"
"H4313","מֵי הַיַּרְקוֹן","Mé-Jarkon = «eaux de couleur jaune»","2","false","null"
"H4314","מֵי זָהָב","Mézahab = «eau d’or»","4","false","null"
"H4315","מֵיטָב","le meilleur","6","false","null"
"H4316","מִיכָא","Michée, Mica = «qui est semblable à Dieu?»","4","false","null"
"H4317","מִיכָאֵל","Micaël = «qui est semblable à Dieu?»","13","false","null"
"H4318","מִיכָה","Mica, Michée = «qui est semblable à Dieu  ?»","33","false","null"
"H4320","מִיכָיָה","Michée = «qui est semblable à Dieu  ?»","3","false","null"
"H4321","מִיכָֽיְהוּ","Michée, Mica = «qui est comme Dieu  ?»","21","false","null"
"H4322","מִיכָיָ֫הוּ","Micaja, Michée = «qui est semblable à Dieu?»","2","false","null"
"H4323","מִיכָל","ruisseau, courant","1","false","null"
"H4324","מִיכַל","Mical = «qui est semblable à Dieu?»","18","false","null"
"H4325","מַי","eau, eaux","581","false","null"
"H4326","מִיָּמִן","Mijamin = «de la main droite»","4","false","null"
"H4327","מִין","sorte, quelquefois une espèce précise (généralement d’animaux)","31","false","null"
"H4329","מוּסָךְ","structure couverte, couverture","1","false","null"
"H4330","מִיץ","serrage, pression, torsion","3","false","null"
"H4331","מֵישָׁא","Méscha = «liberté»","1","false","null"
"H4332","מִישָׁאֵל","Mischaël = «qui est ce que Dieu est?»","7","false","null"
"H4333","מִישָׁאֵל","Mischaël = «qui est ce que Dieu est?»","1","false","null"
"H4334","מִישׁוֹר","plaine; droiture","23","true","2024-11-01 08:15:49.825"
"H4335","מֵישַׁךְ","Méschac = «invité du roi»","1","false","null"
"H4336","מֵישַׁךְ","Méschac = «invité du roi»","14","false","null"
"H4337","מֵישָׁע","Méscha = «délivrance»","2","false","null"
"H4338","מֵישַׁע","Méscha = «délivrance»","1","false","null"
"H4339","מֵישָׁר","égalité, droiture, d’une façon droite, équité","19","false","null"
"H4340","מֵיתָר","corde, cordage, ficelle","9","false","null"
"H4341","מַכְאוֹב","douleur, souffrance","16","false","null"
"H4342","מַכְבִּיר","(Hiphil) être dans l’abondance","1","false","null"
"H4343","מַכְבֵּנָה","Macbéna = «lien»","1","false","null"
"H4344","מַכְבַּנַּי","Macbannaï = «lien du Seigneur»","1","false","null"
"H4345","מִכְבָּר","grille, ouvrage en treillis","6","false","null"
"H4346","מַכְבֵּר","étoffe tissée ou couvre-pied","1","false","null"
"H4347","מַכָּה","coup, blessure, abattre","48","false","null"
"H4348","מִכְוָה","tache brûlée, cicatrice de brûlure","5","false","null"
"H4349","מָכוֹן","lieu fixé ou établi, fondement","17","false","null"
"H4350","מְכוֹנָה","endroit fixé pour reposer, base, piédestal","24","false","null"
"H4351","מְכֹרָה","origine","3","false","null"
"H4352","מָכִי","Maki = «diminution, décroissance»","1","false","null"
"H4353","מָכִיר","Makir = «vendu»","22","false","null"
"H4354","מָכִירִי","Makirite = «un vendeur»","1","false","null"
"H4355","מָכַךְ","être rabaissé, être humilié","3","false","null"
"H4356","מִכְלָה","parc à moutons, enclos","3","false","null"
"H4357","מִכְלָה","état complet, perfection","1","false","null"
"H4358","מִכְלוֹל","perfection, costume splendide","2","false","null"
"H4359","מִכְלָל","état complet, perfection","1","false","null"
"H4360","מַכְלֻל","une chose rendue parfaite, vêtement ou étoffe splendide","1","false","null"
"H4361","מַכֹּ֫לֶת","nourriture, produits d’entretien","1","false","null"
"H4362","מִכְמָן","entrepôts cachés, trésor caché","1","false","null"
"H4363","מִכְמָס, מִכְמָשׂ","Micmasch, Micmas = «caché»","11","false","null"
"H4364","מַכְמֹר","filet, piège","2","false","null"
"H4365","מִכְמֹ֫רֶת","filet pour pêcher, filet","3","false","null"
"H4366","מִכְמְתָת","Micmethath = «lieu caché»","2","false","null"
"H4367","מַכְנַדְבַי","Macnadbaï = «qui est généreux comme Lui?»","1","false","null"
"H4368","מְכֹנָה","Mecona = «fondation»","1","false","null"
"H4369","מְכֻנָה","lieu de repos, base","1","false","null"
"H4370","מִכְנָס","vêtements de dessous, caleçons, pantalons","5","false","null"
"H4371","מֶ֫כֶס","calcul, proportion qui doit être payée, tribut, taxe","6","false","null"
"H4372","מִכְסֶה","couverture","16","false","null"
"H4373","מִכְסָה","estimation","2","false","null"
"H4374","מְכַסֶּה","couverture, ce qui couvre","4","false","null"
"H4375","מַכְפֵּלָה","Macpéla = «double»","6","false","null"
"H4376","מָכַר","vendre","80","false","null"
"H4377","מֶ֫כֶר","marchandise, valeur, prix","3","false","null"
"H4378","מַכָּר","connaissance, ami","2","false","null"
"H4379","מִכְרֶה","fosse, mine de sel","1","false","null"
"H4380","מְכֵרָה","épées, armes, desseins","1","false","null"
"H4381","מִכְרִי","Micri = «digne de prix»","1","false","null"
"H4382","מְכֵרָתִי","De Mekéra = «celui de l’abri-caverne»","1","false","null"
"H4383","מִכְשׁוֹל","trébucher, moyens ou occasion de trébucher, pierre d’achoppement","14","false","null"
"H4384","מַכְשֵׁלָה","masses renversées, pierres d’achoppement, quelque chose de renversé, décadence, ruine","2","false","null"
"H4385","מִכְתָּב","écriture, chose écrite","9","false","null"
"H4386","מְכִתָּה","fragments broyés ou pulvérisés","1","false","null"
"H4387","מִכְתָּם","hymne, «michtam»","6","false","null"
"H4388","מַכְתֵּשׁ","mortier","2","false","null"
"H4389","מַכְתֵּשׁ","Macthesch = «un mortier» ou «creux profond»","1","false","null"
"H4390","מָלֵא","être plein, remplir, être accompli; (Nif) être plein; (Pi) remplir, achever, accomplir; (Pu) être plein; (Hit) s'amasser, s'assembler","247","false","2025-02-11 10:43:09"
"H4391","מְלָא","remplir","2","false","null"
"H4392","מָלֵא","être plein, remplir, être accompli; (Nif) être plein; (Pi) remplir, achever, accomplir; (Pu) être plein; (Hit) s'amasser, s'assembler","66","true","2024-11-01 08:15:49.825"
"H4393","מְלֹא","plénitude, ce qui remplit","38","false","null"
"H4394","מִלֻּא","garniture, installation","15","false","null"
"H4395","מְלֵאָה","plénitude, tout le produit","3","false","null"
"H4396","מִלֻּאָה","garniture (de bijoux)","3","false","null"
"H4397","מַלְאָךְ","messager, envoyé","214","false","null"
"H4398","מַלְאַךְ","ange","2","false","null"
"H4399","מְלָאכָה","occupation, travail, affaires","167","false","null"
"H4400","מַלְאָכוּת","message, mission","1","true","2024-12-06 09:30:33"
"H4401","מַלְאָכִי","Malachie = «Mon messager»","1","false","null"
"H4402","מִלֵּאת","plénitude, garniture, frontière, bord","1","false","null"
"H4403","מַלְבּוּשׁ","vêtements, habillement, habit, costume, accoutrement","8","false","null"
"H4404","מַלְבֵּן","moule à brique, four ou séchoir à briques","3","false","null"
"H4405","מִלָּה","parole, discours, expression","38","false","null"
"H4406","מִלָּה","parole, mot, chose","24","false","null"
"H4407","מִלּוֹא","Millo = «rempart, citadelle»","6","false","null"
"H4408","מַלּוּחַ","plante (mauve)","1","false","null"
"H4409","מַלּוּךְ","Malluc ou Meluki = «conseiller»","7","false","null"
"H4410","מְלוּכָה","royaume, royauté, fonction royale","24","false","null"
"H4411","מָלוֹן","lieu de logement, auberge, abri","8","false","null"
"H4412","מְלוּנָה","lieu où se loger, hutte","2","false","null"
"H4413","מַלּוֹתִי","Mallothi = «j’ai prononcé»","2","false","null"
"H4414","מָלַח","s’en aller, s’évanouir, se dissiper","5","false","null"
"H4415","מְלַח","(P’al) manger du sel","1","false","null"
"H4416","מְלַח","sel","3","false","null"
"H4417","מֶ֫לַח","sel","28","false","null"
"H4418","מֶ֫לַח","chiffon","2","false","null"
"H4419","מַלָּח","marinier, marin, homme de mer","4","false","null"
"H4420","מְלֵחָה","salé, saumâtre, stérilité","3","false","null"
"H4421","מִלְחָמָה","bataille, guerre","320","true","2024-11-01 08:15:49.825"
"H4422","מָלַט","s’enfuir, s’échapper, délivrer, sauver, être délivré","95","false","null"
"H4423","מֶ֫לֶט","mortier, ciment, argile (pour le sol)","1","false","null"
"H4424","מְלַטְיָה","Melatia = «l’Éternel a délivré»","1","false","null"
"H4425","מְלִילָה","épi (de blé)","1","false","null"
"H4426","מְלִיצָה","satire, poème ou chant moqueur, insulte, figure, énigme","2","false","null"
"H4427","מָלַךְ","être ou devenir roi ou reine, régner","348","false","null"
"H4428","מֶ֫לֶךְ","Malcom = «roi très haut»","2526","false","null"
"H4429","מֶ֫לֶךְ","Mélec = «roi»","2","false","null"
"H4430","מֶ֫לֶךְ","roi","180","false","null"
"H4431","מְלֵךְ","conseil, avis","1","false","null"
"H4432","מֹ֫לֶךְ","Moloc = «roi, conseiller»","8","false","null"
"H4433","מַלְכָּה","reine","2","false","null"
"H4434","מַלְכֹּ֫דֶת","un instrument pour attraper, piège, trappe","1","false","null"
"H4435","מִלְכָּה","Milca = «reine»","11","false","null"
"H4436","מַלְכָּה","reine","35","false","null"
"H4437","מַלְכוּ","royauté, règne, royaume","57","false","null"
"H4438","מַלְכוּת","royauté, pouvoir royal, règne, royaume, pouvoir souverain","91","false","null"
"H4439","מַלְכִּיאֵל","Malkiel = «mon roi est Dieu»","3","false","null"
"H4440","מַלְכִּיאֵלִי","Malkiélites = voir Malkiel «mon roi est Dieu»","1","false","null"
"H4441","מַלְכִּיָּהוּ","Malkija = «mon roi est l’Éternel»","16","false","null"
"H4442","מַלְכִּי־צֶ֫דֶק","Melchisédek = «mon roi est Sédek»","4","false","null"
"H4443","מַלְכִּירָם","Malkiram = «mon roi (Dieu) est exalté»","1","false","null"
"H4444","מַלְכִּישׁוּעַ","Malkischua = «mon roi (Dieu) est richesse, salut»","10","false","null"
"H4445","מִלכֹּם","Milcom, Malcam = «grand roi, leur roi»","4","false","null"
"H4446","מְלֶ֫כֶת","reine","5","false","null"
"H4447","הַמֹּלֶכֶת","Hammoléketh = «la reine»","1","false","null"
"H4448","מָלַל","parler, prononcer, dire","5","false","null"
"H4449","מְלַל","(Pael) parler, dire","5","false","null"
"H4450","מִֽלֲלַי","Milalaï = « éloquent»","1","false","null"
"H4451","מַלְמֵד","aiguillon à bœuf","1","false","null"
"H4452","מָלַץ","être lisse, être glissant","1","false","null"
"H4453","מֶלְצָר","gardien, un fonctionnaire de la cour","2","false","null"
"H4454","מָלַק","(Qal) pincer, couper, ouvrir (la tête d’un oiseau)","2","false","null"
"H4455","מַלְקוֹחַ","butin, proie","8","false","null"
"H4456","מַלְקוֹשׁ","pluie de printemps, dernière pluie","8","false","null"
"H4457","מֶלְקָחַ֫יִם","mouchettes, pincettes","6","false","null"
"H4458","מֶלְתָּחָה","garde-robe, appareil pour porter les vêtements","1","false","null"
"H4459","מַלְתָּעָה","dent, grande dent","1","false","null"
"H4460","מַמְּגֻרוֹת","grenier, entrepôt","1","false","null"
"H4461","מֵמַד","mesurage, arpentage, dimensions","1","false","null"
"H4462","מְמוּכָן","Memucan = «plein de dignité, solennel»","3","false","null"
"H4463","מָמוֹת","mort, maladie mortelle","2","false","null"
"H4464","מַמְזֵר","bâtard, enfant de l’inceste, enfant illégitime","2","false","null"
"H4465","מִמְכָּר","vente, marchandises, chose vendue","10","false","null"
"H4466","מִמְכֶּ֫רֶת","vente","1","false","null"
"H4467","מַמְלָכָה","royaume, domination, règne, souveraineté","117","false","null"
"H4468","מַמְלָכוּת","royaume, domination, règne, souveraineté","9","false","null"
"H4469","מִמְסָךְ","mélange de boissons, vin mêlé, libation","2","false","null"
"H4470","מֶ֫מֶר","amertume","1","false","null"
"H4471","מַמְרֵא","Mamré = «force, vigueur»","10","false","null"
"H4472","מַמְרוֹר","chose amère, amertume","1","false","null"
"H4473","מִמְשַׁח","oint, expansion","1","false","null"
"H4474","מִמְשָׁל","domination, règle","3","false","null"
"H4475","מֶמְשָׁלָה","autorité, domination, royaume","17","false","null"
"H4476","מִמְשָׁק","possession, lieu possédé","1","false","null"
"H4477","מַמְתַֿקִּים","douceur, chose douce","2","false","null"
"H4478","מָן","manne","14","false","null"
"H4479","מָן","qui?, qu’est-ce que c’est?, qui que, quoi?","10","false","null"
"H4480","מִן־","de, depuis, à côté de, puisque, au-dessus, que, plus que","1190","false","null"
"H4481","מִן־","de, depuis, par, en raison de, plus que","109","false","null"
"H4482","מֵן","corde (de harpe)","2","false","null"
"H4483","מְנָה","dénombrer, compter","5","false","null"
"H4484","מְנֵא","(P’al) mine","3","false","null"
"H4485","מַנְגִּינָה","chant de moquerie ou de dérision","1","false","null"
"H4486","מַנְדַּע","connaissance, savoir, pouvoir du savoir","4","false","null"
"H4487","מָנָה","compter, calculer, dénombrer, assigner, dire, désigner, préparer","28","false","null"
"H4488","מָנֶה","mine, une livre","5","false","null"
"H4489","מֹנֶה","quelque chose de pesé, nombre compté, fois","2","false","null"
"H4490","מָנָה","part, portion","13","false","null"
"H4491","מִנְהָג","conduite, manière de mener un char","2","false","null"
"H4492","מִנְהָרָה","crevasses, ravins, fissures de montagne, repaire, abri, caverne","1","false","null"
"H4493","מָנוֹד","secouer, agiter, hocher la tête","1","false","null"
"H4494","מָנוֹחַ","lieu de repos, état ou condition de repos, placer, poser","6","false","null"
"H4495","מָנוֹחַ","Manoach = «repos»","18","false","null"
"H4496","מְנוּחָה","repos, lieu de repos","22","false","null"
"H4497","מָנוֹן","chagrin, progéniture, ingrat","1","false","null"
"H4498","מָנוֹס","fuite, refuge, lieu où s’échapper","8","false","null"
"H4499","מְנוּסָה","fuite, retraite","2","false","null"
"H4500","מָנוֹר","une poutre","4","false","null"
"H4501","מְנוֹרָה","support de lampe","42","false","null"
"H4502","מִנְזָר","princes, ceux qui sont oints, les consacrés","1","false","null"
"H4503","מִנְחָה","don, tribut, offrande, présent, oblation, sacrifice","211","false","null"
"H4504","מִנְחָה","don, offrande","2","false","null"
"H4505","מְנַחֵם","Menahem = «consolateur»","8","false","null"
"H4506","מָנַ֫חַת","Manahath = «repos»","5","false","null"
"H4507","מְנִי","Meni = «destin, sort»","1","false","null"
"H4508","מִנִּי","Minni = «division»","1","false","null"
"H4509","מִנְיָמִין","Minjamin = «de la main droite»","3","false","null"
"H4510","מִנְיָן","nombre","1","false","null"
"H4511","מִנִּית","Minnith = «distribution»","2","false","null"
"H4512","מִנְלֶה","gain, richesse, acquisition","1","false","null"
"H4513","מָנַע","refuser, retenir, garder, se retenir, contenir, cacher","29","false","null"
"H4514","מַנְעוּל","un verrou","6","false","null"
"H4515","מִנְעָל","soulier","1","false","null"
"H4516","מַנְעַמִּים","délicatesses, friandises","1","false","null"
"H4517","מְנַעֲנֵעַ","une sorte de hochet","1","false","null"
"H4518","מְנַקִּיָּה","coupe sacrificielle ou tasse","4","false","null"
"H4519","מְנַשֶּׁה","Manassé = «oublieux»","146","false","null"
"H4520","מְנַשִּׁי","Manassites = de Manassé = «qui fait oublier»","4","false","null"
"H4521","מְנָת","portion","8","false","null"
"H4522","מַס","le groupe, le corps des travailleurs de force, des gens de corvée, des asservis, des tributaires, des gens réduits à la servitude, le tribut, la corvée, les impôts","23","false","null"
"H4523","מָס","qui désespère","1","false","null"
"H4524","מֵסַב","chose ronde, entourant, pourtour; ce qui entoure, ce qui est rond","5","false","null"
"H4525","מַסְגֵּר","serrurier, forgeron, cachot, enclos, constructeur de rempart","7","false","null"
"H4526","מִסְגֶּ֫רֶת","bord bordure, forteresse","17","false","null"
"H4527","מַסַּד","fondation, fondement","1","false","null"
"H4528","מִסְדְּרוֹן","porche, portique, colonnade","1","false","null"
"H4529","מָסָה","fondre, dissoudre, être liquéfié","4","false","null"
"H4530","מִסַּת","suffisant, suffisance, aisance","1","false","null"
"H4531","מַסָּה","désespoir, test","4","false","null"
"H4532","מַסָּה","Massa = « épreuve, tentation»","5","false","null"
"H4533","מַסְוֶה","un voile","3","false","null"
"H4534","מְסוּכָה","une haie","1","false","null"
"H4535","מַסָּח","sens incertain – peut-être","1","false","null"
"H4536","מִסְחָר","marchandise","1","false","null"
"H4537","מָסַךְ","mêler, mélanger, produire par mixage","5","false","null"
"H4538","מֶ֫סֶךְ","mélange","1","false","null"
"H4539","מָסָךְ","couverture, chiffon, écran","25","false","null"
"H4540","מְסֻכָֿה","couverture","1","false","null"
"H4541","מַסֵּכָה","un versement, une libation, du métal fondu, image en fonte, offrande de boisson","28","false","null"
"H4542","מִסְכֵּן","pauvre, homme pauvre","4","false","null"
"H4543","מִסְכְּנוֹת","approvisionnement, emmagasinage, entrepôt, magasin","7","false","null"
"H4544","מִסְכֵּנֻת","pauvreté, disette, abondance","1","false","null"
"H4545","מַסֶּ֫כֶת","tissu","3","false","null"
"H4546","מְסִלָּה","grande route, une voie, un chemin public","27","false","null"
"H4547","מַסְלוּל","grande route","1","false","null"
"H4548","מַסְמֵר","un clou","4","false","null"
"H4549","מָסַס","dissoudre, fondre","21","false","null"
"H4550","מַסַּע","retirer (des pieux), rompre le camp, partir, voyager","12","false","null"
"H4551","מַסָּע","carrière, casser ou tailler (des pierres)","2","false","null"
"H4552","מִסְעָד","support, pilier","1","false","null"
"H4553","מִסְפֵּד","gémissement","16","false","null"
"H4554","מִסְפּוֹא","fourrage, nourriture","5","false","null"
"H4555","מִסְפָּחָה","long voile, un voile (qui est étendu)","2","false","null"
"H4556","מִסְפַּ֫חַת","éruption, croûte, gale, dartre","3","false","null"
"H4557","מִסְפָּר","nombre, un récit","134","false","null"
"H4558","מִסְפָּר","Mispar = «nombre»","1","false","null"
"H4559","מִסְפֶּרֶת","Mispéreth = «nombre»","1","false","null"
"H4560","מָסַר","mettre à part, délivrer, offrir","2","false","null"
"H4561","מֹסָר","discipline, correction","1","false","null"
"H4562","מָסֹ֫רֶת","le lien (de l’alliance)","1","false","null"
"H4563","מִסְתּוֹר","lieu d’abri","1","false","null"
"H4564","מַסְתֵּר","(Hifil) cacher, action de cacher, celui qui fait que le peuple secache","1","false","null"
"H4565","מִסְתָּר","lieu secret, lieu de cachette","10","false","null"
"H4566","מַעְבָּד","œuvre, travail, ouvrage","1","false","null"
"H4567","מַעֲבַד","œuvre, travail, ouvrage","1","false","null"
"H4568","מַעֲבֶה","épaisseur, compacité","1","false","null"
"H4569","מַעֲבָר","un gué, un col, une passe, un passage","11","false","null"
"H4570","מַעְגָּל","retranchement, piste, voie","16","false","null"
"H4571","מָעַד","glisser, chanceler, vaciller, secouer","7","false","null"
"H4572","מַעֲדַי","Maadaï = «orné ou embelli de l’Éternel»","1","false","null"
"H4573","מַעֲדְיָה","Maadia = «ornement reçu de l’Éternel»","1","false","null"
"H4574","מַעֲדָן","délicat (nourriture), délices","3","false","null"
"H4575","מַעֲדַנּוֹת","les liens, les bandes","2","false","null"
"H4576","מַעְדֵּר","la houe","1","false","null"
"H4577","מְעָא","le ventre externe, l’abdomen","1","false","null"
"H4578","מֵעֶה","organes internes, parties intérieures, entrailles, intestins, ventre","32","false","null"
"H4579","מָעָה","un grain (de sable)","1","false","null"
"H4580","מָעוֹג","gâteau","2","false","null"
"H4581","מָעוֹז","lieu ou moyens de sécurité, protection, refuge, forteresse","36","false","null"
"H4582","מָעוֹךְ","Maoc = «oppression»","1","false","null"
"H4583","מָעוֹן","demeure, habitation, refuge","18","false","null"
"H4584","מָעוֹן","Maon = «habitation»","8","false","null"
"H4585","מְעֹנָה","demeure, habitation, refuge","9","false","null"
"H4586","מְעוּנִים","Mehunim ou Maonites = «habitations, demeure»","4","false","null"
"H4587","מְעוֹנֹתַי","Meonothaï = «mes habitations»","2","false","null"
"H4588","מָעוּף","ténèbres","1","false","null"
"H4589","מָעוֹר","nudité","1","false","null"
"H4590","מַעַזְיָהוּ","Maazia = «l’Éternel est un refuge»","2","false","null"
"H4591","מָעַט","être ou devenir petit, être peu de, être diminué","22","false","null"
"H4592","מְעַט","petitesse, peu, peu de, en petit nombre","101","false","null"
"H4593","מָעֹט","enveloppé, enroulé, saisi, diminué, aiguisé","1","false","null"
"H4594","מַעֲטֶה","une enveloppe, un manteau","1","false","null"
"H4595","מַעֲטָפָה","une sur-tunique, un manteau","1","false","null"
"H4596","מְעִי","une ruine, un tas","1","false","null"
"H4597","מָעַי","Maaï = «compassion de l’Éternel»","1","false","null"
"H4598","מְעִיל","robe","28","false","null"
"H4599","מַעְיָן","source, fontaine","23","false","null"
"H4600","מָעַךְ","presser, serrer","3","false","null"
"H4601","מַעֲכָה","Maaca = «oppression»","23","false","null"
"H4602","מַעֲכָתִי","Maacathiens = «pression (littéralement  elle a pressé»","8","false","null"
"H4603","מָעַל","agir d’une manière infidèle, agir traîtreusement, transgresser, commettre un péché, une violation, un délit","35","false","null"
"H4604","מַ֫עַל","infidélité, fausseté","29","true","2024-11-01 08:15:49.825"
"H4605","מַ֫עַל","au-dessus, en haut","140","true","2024-11-01 08:15:49.825"
"H4606","מֶעָל","aller","1","false","null"
"H4607","מֹ֫עַל","lever, élévation","1","false","null"
"H4608","מַעֲלֶה","une montée, une pente","18","false","null"
"H4609","מַעֲלָה","ce qui va vers le haut, des pensées","47","false","null"
"H4610","עַקְרַבִּים","Akrabbim = «les scorpions»","4","false","null"
"H4611","מַעֲלָל","action, pratique","41","false","null"
"H4612","מַעֲמָד","un service, un office, une fonction, un rôle","5","false","null"
"H4613","מׇעֳמָ֑ד","point d’appui, tenir au sol","1","false","null"
"H4614","מַעֲמָסָה","une charge, un fardeau","1","false","null"
"H4615","מַעֲמַקִּים","profondeurs","5","false","null"
"H4616","מַ֫עַן","but, intention","272","false","null"
"H4617","מַעֲנֶה","répondre, réponse","7","false","null"
"H4618","מַעֲנָה","sol labouré, l’endroit pour une tâche","2","false","null"
"H4619","מַ֫עַץ","Maats = «courroux, colère»","1","false","null"
"H4620","מַעֲצֵבָה","lieu de peine, endroit de chagrin","1","false","null"
"H4621","מַעֲצָד","hache","2","false","null"
"H4622","מַעְצוֹר","contraindre, restreindre, empêchement, obstacle","1","false","null"
"H4623","מַעְצָר","contrainte, autorité","1","false","null"
"H4624","מַעֲקֶה","parapet","1","false","null"
"H4625","מַעֲקָשׁ","lieux tortueux, tordus, choses crochues","1","false","null"
"H4626","מַעַר","à découvert, endroits nus, nudité","1","false","null"
"H4627","מַעֲרָב","marchandises, articles d’échange","9","false","null"
"H4628","מַעֲרָב","endroit du coucher de soleil, ouest, vers l’ouest, occident","14","false","null"
"H4629","מַעֲרֶה","espace nu, lieu dénudé, plaine ouverte, prairie","2","false","null"
"H4631","מְעָרָה","caverne, antre, repaire, trou","39","false","null"
"H4632","מְעָרָה","Meara = «caverne»","1","false","null"
"H4633","מַעֲרָךְ","arrangement, plan, préparation, projet","1","false","null"
"H4634","מַעֲרָכָה","rangée, rang, ligne de bataille","19","false","null"
"H4635","מַעֲרֶ֫כֶת","rangées, lignes","10","false","null"
"H4636","מַעֲרֹם","choses nues, nudité","1","false","null"
"H4637","מַעֲרָצָה","choc terrible, fracas, terreur","1","false","null"
"H4638","מַעֲרָת","Maarath = «nudité, privé d’arbres»","1","false","null"
"H4639","מַעֲשֶׂה","action, travail","236","false","null"
"H4640","מַעֲשַׂי","Maesaï = «œuvre du Seigneur»","1","false","null"
"H4641","מַעֲשֵׂיָהוּ","Maaséja = «œuvre de l’Éternel»","23","false","null"
"H4642","מַעֲשַׁקָּה","action d’extorquer, d’opprimer","2","false","null"
"H4643","מַעֲשֵׂר","dîme, dixième partie","32","false","null"
"H4644","מֹף","Moph (Memphis) = «havre de celui qui est bon»","1","false","null"
