strong,lemma,inflectionEndings,pos,gloss,freq,updatedAt
H6051,עָנָן,,,"nuage, nuageux, couvert, masse nuageuse",87,
H6052,עָנָן,,,Anan = «un nuage»,1,
H6053,עֲנָנָה,,,"nuage, nuageux, couvert",1,
H6054,עֲנָנִי,,,Anani = «nuageux»,1,
H6055,עֲנַנְיָה,,,Anania = «l’Éternel a couvert»,2,
H6056,עֲנַף,,,"branche, rameau",4,
H6057,עָנָף,,,"branche, rameau",7,
H6058,עָנֵף,,,"plein de branches, dense",1,
H6059,עָנַק,,,"servir de collier, mettre un ornement de cou",3,
H6060,עֲנָק,,,"collier, pendant de cou",3,
H6061,עֲנָק,,,Anak = «le long cou»,9,
H6062,עֲנָקִי,,,Anakim = «au long cou»,9,
H6063,עָנֵר,,,Aner = «garçon»,3,
H6064,עָנַשׁ,,,"mettre à l’amende, punir, condamner, frapper d’une amende",9,
H6065,עֲנָשׁ,,,mettre à l’amende,1,
H6066,עֹ֫נֶשׁ,,,"amende, peine, pénalité, indemnité, dédommagement",2,
H6067,עֲנָת,,,"Anath = «réponse, exaucement, faveur»",2,
H6068,עֲנָתוֹת,,,Anathoth = «réponses à la prière»,15,
H6069,עַנְּתֹתִי,,,D’Anathoth = voir Anathoth «réponses»,5,
H6070,עַנְתֹתִיָּה,,,Anthothija = «réponse de l’Éternel»,1,
H6071,עָסִיס,,,"vin doux, vin, jus qui sort du pressoir",5,
H6072,עָסַס,,,"presser, écraser, fouler",1,2024-11-01T08:15:49.825Z
H6073,עֳפָיִם,,,"branche, rameau, feuillage",1,
H6074,עֳפִי,,,"les feuilles, le feuillage",3,
H6075,עָפַל,,,"lever, enfler, être levé",2,
H6076,עֹ֫פֶל,,,"colline, tertre, fort, forteresse",3,
H6077,עֹ֫פֶל,,,"une crête de collines à Jérusalem, fortifiées pour la défense de la ville",5,
H6078,עׇפְנִי,,,Ophni = «moisi»,1,
H6079,עַפְעַף,,,paupière,10,
H6080,עָפַר,,,"(piel) épousseter, mettre en poudre, faire de la poussière",1,
H6081,עֵ֫פֶר,,,"Épher = «un veau, un faon, une gazelle»",4,
H6082,עֹ֫פֶר,,,"cerf, faon, jeune cerf",5,
H6083,עָפָר,,,"terre sèche, poussière, poudre, cendres, terre, sol, mortier, rebuts",110,
H6084,עׇפְרָה,,,Ophra = «biche»,8,
H6085,עֶפְרוֹן,,,Éphron = «comme un faon»,14,
H6086,עֵץ,,,"arbre, bois, bois de construction, planche, tige, bâton, potence",330,
H6087,עָצַב,,,"faire mal, faire de la peine, affliger, chagriner, déplaire à, vexer, arracher, forcer",17,
H6088,עֲצַב,,,"peiner, attrister, affliger",1,
H6089,עֶ֫צֶב,,,"douleur, faire mal, travailler dur, peine, labeur, privation",7,
H6090,עֹ֫צֶב,,,"douleur, peine",4,
H6091,עָצָב,,,"idole, image",17,
H6092,עָצֵב,,,"travailleur, celui qui fait un dur travail, le labeur",1,
H6093,עִצָּבוֹן,,,"peine, labeur, privation, douleur, dur travail",3,
H6094,עַצֶּ֫בֶת,,,"peine, faire mal, blessure, dommage, douleur",5,
H6095,עָצָה,,,(qal) fermer,1,
H6096,עָצֶה,,,"épine dorsale, échine, os sacrum",1,
H6097,עֵצָה,,,"arbres, bois",1,
H6098,עֵצָה,,,"conseil, avis, but",89,
H6099,עָצוּם,,,"puissant, vaste, nombreux",31,
H6100,עֶצְיוֹן גֶּ֫בֶר,,,Etsjon-Guéber = « épine dorsale d’un homme»,14,
H6101,עָצֵל,,,(nif.) être paresseux,1,
H6102,עָצֵל,,,"paresseux, rempli de paresse",14,
H6103,עַצְלָה,,,"paresseux, rempli de paresse",2,
H6104,עַצְלוּת,,,paresse,1,
H6105,עָצֹם,,,"être vaste, être nombreux, être puissant",20,
H6106,עֶ֫צֶם,,,"os, essence, substance",126,
H6107,עֶ֫צֶם,,,"Atsem, Etsem = «os»",3,
H6108,עֹ֫צֶם,,,"pouvoir, les os, puissance",3,
H6109,עׇצְמָה,,,"pouvoir, force, puissance",3,
H6110,עַצֻמָה,,,"défense, argument, fort",1,
H6111,עַצְמוֹן,,,"Atsmon = «fort, robuste»",3,
H6112,עֵצֶן,,,"perçant, fort, lance",1,
H6113,עָצַר,,,"contenir, retenir, clore, fermer, se retenir, rester, détenir",47,
H6114,עֶ֫צֶר,,,"restriction, oppression",1,
H6115,עֹ֫צֶר,,,"restriction, coercition, contrainte",3,
H6116,עֲצָרָה,,,"assemblée, convocation solennelle",11,
H6117,עָקַב,,,"supplanter, circonvenir, prendre par le talon, assaillir insidieusement, duper",5,
H6118,עֵ֫קֶב,,,conséquence,15,
H6119,עָקֵב,,,"talon, situé à l’arrière, trace de pas, partie arrière, sabot, arrière-garde d’une troupe, un pas",14,
H6121,עָקֹב,,,"trompeur, sournois, insidieux",3,
H6122,עׇקְבָה,,,"subtilité, manière insidieuse, astuce",1,
H6123,עָקַד,,,"(qal) lier, nouer",1,
H6124,עָקֹד,,,"rayé, avec des bandes",7,
H6125,עָקָה,,,"oppression, pression",1,
H6126,עַקּוּב,,,"Akkub = «rusé, astucieux»",8,
H6127,עָקַל,,,"plier, courber, tordre",1,
H6128,עֲקַלְקַל,,,"qui s’enroule, détourné, tortueux, tordu",2,
H6129,עֲקַלָּתוֹן,,,"tordu, tortueux",1,
H6130,עֲקָן,,,Akan = « à qui rien n’échappe»,1,
H6131,עִקֵּר,,,"arracher, déraciner",7,
H6132,עֲקַר,,,"arraché, être déraciné",1,
H6133,עֵ֫קֶר,,,"membre, descendant, rejeton",1,
H6134,עֵקֶר,,,"Éker = «descendant, rejeton, souche»",1,
H6135,עָקָר,,,stérile,12,
H6136,עִקַּר,,,"racine, tronc, souche",3,
H6137,עַקְרָב,,,scorpion,6,
H6138,עֶקְרוֹן,,,Ékron = « émigration»,22,
H6139,עֶקְרוֹנִי,,,Ékroniens = voir ékron « émigration»,2,
H6140,עָקַשׁ,,,"être pervers, tordre, pervertir, rendre tordu, prouver la perversité",5,
H6141,עִקֵּשׁ,,,"tordu, déformé, tortueux, pervers, perverti",11,
H6142,עִקֵּשׁ,,,"Ikkesch = «tordu, pervers»",3,
H6143,עִקְּשׁוּת,,,"déformation, ce qui est tortueux",2,
H6144,עָר,,,Ar = «ville»,6,
H6145,עָר,,,"ennemi, adversaire",2,
H6146,עָר,,,"ennemi, adversaire",1,
H6147,עֵר,,,Er = «veillant»,10,
H6148,עָרַב,,,"gager, échanger, hypothèque, engagement, occuper, entreprendre, donner des garanties, être en sécurité",22,
H6149,עָרַב,,,"(qal) être plaisant, être doux, être agréable",8,2026-02-11T16:02:42.911Z
H6150,עָרַב,,,"se faire tard, devenir sombre",3,
H6151,עֲרַב,,,"mêler, joindre ensemble",4,
H6152,עֲרָב,,,habitants du désert,6,
H6153,עֶ֫רֶב,,,"soir, nuit, coucher du soleil",134,
H6154,עֵ֫רֶב,,,trame,15,
H6155,עֲרָבָה,,,"peuplier, saule",5,
H6156,עָרֵב,,,"doux, agréable",2,
H6157,עָרֹב,,,essaim,9,
H6158,עֹרֵב,,,corbeau,10,
H6159,עֹרֵב,,,Oreb = «corbeau»,7,
H6160,עֲרָבָה,,,"Araba = « région aride, désert», plaine, désert",61,
H6161,עֲרֻבָּה,,,"gage, engagement, témoignage, obligation, sûreté, chose échangée",2,
H6162,עֵרָבוֹן,,,"gage, engagement, caution",3,
H6163,עַרְבִי,,,Arabe = voir Arabie «mêlé»,9,
H6164,עַרְבָתִי,,,D’Araba = voir Beth-Araba «maison du désert»,2,
H6165,עָרַג,,,"(qal) attendre, haleter, soupirer après",3,
H6166,עֲרָד,,,Arad = « âne sauvage»,5,
H6167,עֲרָד,,,âne sauvage,1,
H6168,עָרָה,,,"être nu, dénudé, découvrir, abandonner, vider, raser, renverser",15,
H6169,עָרָה,,,lieu dénudé,1,
H6170,עֲרוּגָה,,,"terrasse, jardin, parterre, lit de plantes",4,
H6171,עָרוֹד,,,âne sauvage,1,
H6172,עֶרְוָה,,,"nudité, honte, organes génitaux féminins",54,
H6173,עַרְוָה,,,"déshonorer, mettre à nu",1,
H6174,עָרוֹם,,,"nu, dépouillé",16,
H6175,עָרוּם,,,"subtil, sagace, rusé, sournois, sensible",11,
H6176,עֲרוֹעֵר,,,"nu, dépouillé, destitué",2,
H6177,"עֲרֹעֵר, עֲדְעָדָה",,,Aroër = «ruines»,16,
H6178,עָרוּץ,,,affreux,1,
H6179,עֵרִי,,,"Éri = «veillant, vigilant»",2,
H6180,עֵרִי,,,Érites = voir éri «vigilant»,1,
H6181,עֶרְיָה,,,"nudité, dépouillement",6,
H6182,עֲרִיסָה,,,"pâte, farine, pétrir, malaxer",4,
H6183,עָרִיף,,,"nuage, brume",1,
H6184,עָרִיץ,,,"inspirant de la crainte, frappant de terreur, inspirant du respect, terrifiant, impitoyable, puissant",20,
H6185,עֲרִירִי,,,"dépouillé, sans enfant, privé d’enfant",4,
H6186,עָרַךְ,,,"arranger, poser ou disposer en ordre, mettre en rang, préparer, ordonner, manier, fournir, estimer, égaliser, diriger, comparer",75,
H6187,עֵ֫רֶךְ,,,"ordre, rang, estimer, choses mises en ordre, une couche, une pile",33,
H6188,עָרַל,,,"rester incirconcis, compté comme incirconcis, compter comme prépuce",2,
H6189,עָרֵל,,,"incirconcis, ayant un prépuce",35,
H6190,עׇרְלָה,,,"prépuce, incirconcis",16,
H6191,עָרֹם,,,"être subtil, être sagace, être rusé, prendre garde, prendre de bonsconseils",6,
H6192,עָרַם,,,"(nif.) amonceler, empiler, entasser, être amoncelé",1,
H6194,עֲרֵמָה,,,"tas, monceau, pile",11,
H6195,עׇרְמָה,,,"sagacité, astuce, ruse, prudence",5,
H6196,עַרְמוֹן,,,platane,2,
H6197,עֵרָן,,,Éran = «vigilant»,1,
H6198,עֵרָנִי,,,Éranites = voir éran «veilleur»,1,
H6199,עַרְעָר,,,"dénudé, dépouillé, destitué",1,
H6200,עֲרֹעֵרִי,,,D’Aroër = voir Aroër «destitué»,1,
H6201,עָרַף,,,"laisser tomber, couler goutte à goutte",2,
H6202,עָרַף,,,(qal) briser la nuque (d’un animal),6,
H6203,עֹ֫רֶף,,,"cou, arrière du cou, nuque",33,
H6204,עׇרְפָּה,,,"Orpa = «cou, opiniâtreté»",2,
H6205,עֲרָפֶל,,,"nuage, épais ou sombres nuages, ténèbres, profonde obscurité,épaisses ténèbres",15,
H6206,עָרַץ,,,"trembler, redouter, craindre, opprimer, briser, être terrifié, faire trembler",15,
H6207,עָרַק,,,"(qal) ronger, mâcher",2,
H6208,עַרְקִי,,,Arkien = voir «rongeur»,2,
H6209,עָרַר,,,"dépouiller, mettre à nu, se dépouiller",4,
H6210,עֶ֫רֶשׂ,,,"couche, divan, lit",10,
H6211,עָשׁ,,,mite,12,
H6212,עֵ֫שֶׂב,,,"herbe, herbage, verdure, plantes vertes",33,
H6213,עָשָׂה,,,"faire, façonner, accomplir, fabriquer",2629,
H6214,עֲשָׂהאֵל,,,Asaël = «Dieu a fait»,24,
H6215,עֵשָׂו,,,"Ésaü = «velu, poilu, chevelu»",97,
H6216,עָשׁוֹק,,,"oppresseur, qui extorque",1,
H6217,עָשׁוּקִים,,,"oppression, extorsion",4,
H6218,עָשׂוֹר,,,"dix, période de dix ans, décade",16,
H6219,עָשׁוֹת,,,"lisse, luisant",1,
H6220,עַשְׁוָ֑ת,,,"Aschvath = «lisse, luisant»",1,
H6221,עֲשִׂיאֵל,,,Asiel = «fait par Dieu»,1,
H6222,עֲשָׂיָה,,,Asaja = «l’Éternel a fait»,8,
H6223,עָשִׁיר,,,riche,23,
H6224,עֲשִׂירִי,,,nombre,29,
H6225,עָשַׁן,,,"fumer, être en colère",6,
H6226,עָשֵׁן,,,fumant,2,
H6227,עָשָׁן,,,fumée,25,
H6228,עָשָׁן,,,Aschan = «fumée»,4,
H6229,עָשַׂק,,,"(hitp.) lutter, disputer, se quereller",1,
H6230,עֵ֫שֶׂק,,,Ések = «dispute»,1,
H6231,עָשַׁק,,,"opprimer, maltraiter, extorquer, tromper",36,2025-07-09T14:47:12.000Z
H6232,עֵ֫שֶׁק,,,"Éschek = «oppression, violence»",1,
H6233,עֹ֫שֶׁק,,,"oppression, extorsion, préjudice",15,
H6234,עׇשְׁקָה,,,"oppression, abus, détresse",1,
H6235,עֶשֶׂר,,,dix,176,
H6236,עֲשַׂר,,,dix,6,
H6237,עָשַׂר,,,"prendre la dixième partie de, prendre une dîme",9,
H6238,עָשַׁר,,,"être ou devenir riche ou aisé, enrichir, prétendre être riche",17,
H6239,עֹ֫שֶׁר,,,richesse,37,
H6240,עָשָׂר,,,"dix, -zième (en combinaison avec d’autres nombres)",339,
H6241,עִשָּׂרוֹן,,,"dixième partie, dîme",33,
H6242,עֶשְׂרִים,,,"vingt, vingtième",315,
H6243,עֶשְׂרִין,,,vingt,1,
H6244,עָשֵׁשׁ,,,"(qal) dépérir, manquer",3,
H6245,עָשַׁת,,,"(qal) être poli, être resplendissant ; (hitp.) penser, se souvenir",2,2025-05-21T08:59:17.000Z
H6246,עֲשִׁת,,,"(P’al) penser, faire le plan de",1,
H6247,עֶ֫שֶׁת,,,"plaque, dalle, quelque chose de fabriqué",1,
H6248,עַשְׁתּוּת,,,"pensée, idée",1,
H6249,עַשְׁתֵּי,,,"un, onze, onzième",19,
H6250,עֶשְׁתֹּנָה,,,"pensée, jugement",1,
H6251,עַשְׁתָּרוֹת,,,"brebis, troupeau, augmenter, accroissement, jeune",4,
H6252,עַשְׁתָּרוֹת,,,"Aschtaroth ou Astartés = « étoiles, accroissement»",12,
H6253,עַשְׁתֹּ֫רֶת,,,Astarté = « étoile»,3,
H6254,עַשְׁתְּרָתִי,,,D’Aschtaroth = voir Aschtaroth « étoile»,1,
H6255,עַשְׁתְּרֹת קַרְנַיִם,,,Ashtaroth-Qarnaïm = «Astarté des deux cornes ou sommets»,2,2025-10-03T10:55:50.714Z
H6256,עֵת,,,temps,296,
H6257,עָתֹד,,,"être prêt, rendre prêt, préparer",2,
H6258,עַתָּ֫ה,,,maintenant,433,2024-11-01T08:15:49.825Z
H6259,עָתוּד,,,"prêt, préparé",1,
H6260,עַתּוּד,,,"bélier (mâle de la brebis), bouc (mâle de la chèvre), un chef",29,
H6261,עִתִּי,,,"opportun, prêt",1,
H6262,עַתַּי,,,Attaï = «opportun»,4,
H6263,עֲתִיד,,,"prêt, préparé",1,
H6264,עָתִיד,,,"prêt, préparé",5,
H6265,עֲתָיָה,,,Athaja = «l’Éternel a secouru»,1,
H6266,עָתִיק,,,"éminent, qui surpasse, de choix, splendide",1,
H6267,עַתִּיק,,,"restauré, sevré, vieux, ancien, écarté",2,
H6268,עַתִּיק,,,"ancien, avancé, âgé, vieux, lointain",3,
H6269,עֲתָ֑ךְ,,,"Athac = «logement, lieu d’habitation»",1,
H6270,עַתְלַי,,,Athlaï = «celui que l’Éternel afflige»,1,
H6271,עֲתַלְיָ֫הוּ,,,Athalie = «affligé du seigneur»,17,
H6272,עָתַם,,,"(nif.) être embrasé, être roussi",1,
H6273,עׇתְנִי,,,Othni = «force de l’Éternel»,1,
H6274,עׇתְנִיאֵל,,,Othniel = «Dieu est puissant»,7,
H6275,עָתַק,,,"déplacer, procéder, avancer, devenir vieux, être transporté",9,
H6276,עָתֵק,,,"avancé, qui endure, durable, de valeur, éminent, qui surpasse",1,
H6277,עָתָק,,,"hardi, audacieux, arrogant",4,
H6278,עֵת קָצִין,,,Ittha-Katsin = «temps du juge»,2,
H6279,עָתַר,,,"prier, supplier, implorer",20,
H6280,עָתַר,,,être abondant,2,
H6281,עֶ֫תֶר,,,Éther = «abondance»,2,
H6282,עָתָר,,,"celui qui supplie, adorateur",2,
H6283,עֲתֶ֫רֶת,,,"abondance, excès, copieux",1,
H6284,פָּאָה,,,"fendre en pièces, rompre en morceaux, briser",1,
H6285,פֵּאָה,,,"coin, bord, côté, quartier, extrémité",86,
H6286,פָּאַר,,,"glorifier, embellir, orner",14,
H6287,פְּאֵר,,,"coiffure, ornement, turban, parure de la tête",7,
H6288,פּוּרָה,,,"branche, rameau, rejeton",7,
H6289,פָּארוּר,,,"lumière, chaleur",2,
H6290,פָּארָן,,,Paran = «lieu de cavernes»,11,
H6291,פַּגָּה,,,"figue verte, figue précoce",1,
H6292,פִּגּוּל,,,"chose infâme, rebut",4,
H6293,פָּגַע,,,"rencontrer, faire la connaissance de, atteindre, faire une intercession",46,
H6294,פֶּ֫גַע,,,"occurrence, événement, occasion",2,
H6295,פַּגְעִיאֵל,,,Paguiel = « événement de Dieu (rencontre)»,5,
H6296,פָּגַר,,,"(piel) être épuisé, être faible",2,
H6297,פֶּ֫גֶר,,,"corps, carcasse, monument, stèle",22,
H6298,פָּגַשׁ,,,"rencontrer, joindre, se joindre à",14,
H6299,פָּדָה,,,"rançon, racheter, délivrer, sauver",59,
H6300,פְּדַהְאֵל,,,Pedahel = «sauvé par Dieu»,1,
H6301,פְּדָהצוּר,,,Pedahtsur = «le rocher a racheté»,7,
H6302,פָּדוּיִם,,,"rançon, rachat",4,
H6303,פָּדוֹן,,,"Padon = «rançon, rédemption»",2,
H6304,פְּדוּת,,,"rançon, rachat",4,
H6305,פְּדָיָהוּ,,,Pedaja = «l’Éternel a racheté»,8,
H6306,פִּדְיוֹן,,,"rançon, rédemption, rachat",3,
H6307,פַּדָּן,,,"Paddan ou Paddan-Aram = «champ, plaine d’Aram»",11,
H6308,פָּדַע,,,(qal) délivrer,1,
H6309,פֶּ֫דֶר,,,"gras, graisse, suif",3,
H6310,פֶּה,,,bouche,498,
H6311,פֹּה,,,"ici, venant d’ici, le plus rapproché",82,
H6312,פּוּאָה,,,Pua ou Puva = «splendeur»,4,
H6313,פּוּג,,,"devenir engourdi, être faible, être las",4,
H6314,פּוּגַת,,,"engourdissement, cessation, repos, soulagement",1,
H6315,פּוּחַ,,,"respirer, souffler",14,
H6316,פּוּט,,,Puth = «un arc»,7,
H6317,פּוּטִיאֵל,,,Puthiel = «affligé de Dieu»,1,
H6318,פּוֹטִיפַר,,,Potiphar = «celui que Râ (dieu solaire) a donné»,2,
H6319,פּוֹטִי פֶ֫רַע,,,Poti-Phéra = «celui que Râ (dieu solaire) a donné»,6,
H6320,פּוּךְ,,,"antimoine, peinture noire",4,
H6321,פּוֹל,,,haricots,2,
H6322,פּוּל,,,"Pul = «fort, qui distingue»",4,
H6323,פּוּן,,,"(qal) être dans la perplexité, être affolé, bouleversé",1,
H6324,פּוּנִי,,,"descendants de Puva, (ou Pua), le fils d’Issacar",1,
H6325,פּוּנֹן,,,"Punon = «obscurité, ténèbres»",2,
H6326,פּוּעָה,,,Pua = «splendide»,1,
H6327,פּוּץ,,,"éparpiller, être dispersé, être éparpillé",67,
H6328,פּוּק,,,"chanceler, vaciller, trébucher",2,
H6329,פּוּק,,,"apporter, fournir, promouvoir, sortir",7,
H6330,פּוּקָה,,,"chancelant, vacillant, achoppement",1,
H6331,פּוּר,,,"(hif.) rompre, briser, écraser",3,
H6332,פּוּר,,,Pur ou Purim = «lot» ou «morceau»,8,
H6333,פּוּרָה,,,pressoir à vendange,2,
H6334,פּוֹרָתָא,,,Poratha = «fertilité»,1,
H6335,פּוּשׁ,,,"jaillir, sauter",4,
H6336,פּוּתִי,,,Puthiens = «franchise»,1,
H6337,פַּז,,,or raffiné ou pur,9,
H6338,פָּזַז,,,raffiner,1,
H6339,פָּזַז,,,"bondir, être agile, être souple",2,
H6340,פָּזַר,,,"éparpiller, disperser",10,
H6341,פַּח,,,"piège à oiseau, trappe, piège",27,
H6342,פָּחַד,,,"craindre, trembler, révérer, redouter, être dans la crainte",25,
H6343,פַּ֫חַד,,,"terreur, crainte",49,
H6344,פַּ֫חַד,,,cuisse,1,
H6345,פַּחְדָּה,,,"crainte, effroi, crainte religieuse",1,
H6346,פֶּחָה,,,gouverneur,28,
H6347,פֶּחָה,,,gouverneur,10,
H6348,פָּחַז,,,"(qal) être folâtre, être téméraire, être écumeux",2,
H6349,פַּ֫חַז,,,"témérité, libertinage, licence débridée, impétuosité",1,
H6350,פַּחֲזוּת,,,"témérité, extravagance, frivolité",1,
H6351,פָּחַח,,,"(hif.) prendre au piège, piéger",1,
H6352,פֶּחָם,,,"charbon, charbon de bois, braise, charbon ardent",3,
H6353,פֶּחָר,,,potier,1,
H6354,פַּ֫חַת,,,"fosse, trou",10,
H6355,פַּ֫חַת מוֹאָב,,,Pachath-Moab = «fosse de Moab»,12,
H6356,פְּחֶ֫תֶת,,,"un trou, un creux",1,
H6357,פִּטְדָה,,,topaze ou chrysolithe,4,
H6360,פַּטִּישׁ,,,"marteau de forge, marteau",3,
H6361,פְּטַשׁ,,,"un vêtement, manteau, tunique",1,
H6362,פָּטַר,,,"séparer, rendre libre, enlever, ouvrir, échapper, être épanoui",9,
H6363,פֶּ֫טֶר,,,"premier-né, en premier lieu, ce qui sépare ou première ouverture",12,
H6364,פִּי־בֶ֫סֶת,,,Pi-Béseth = «bouche de dégoût»,2,
H6365,פִּיד,,,"ruine, désastre, destruction",4,
H6366,פֵּיָה,,,"bord, fil, tranchant (d’une épée)",1,
H6367,פִּי הַחִירֹת,,,Pi-Hahiroth = «lieu des prés»,7,
H6368,פִּיחַ,,,"suie, cendres",2,
H6369,פִּיכֹל,,,Picol = «fort»,3,
H6370,פִּלֶ֫גֶשׁ,,,"concubine, amante",37,
H6371,פִּימָה,,,"abondance (de gras), gras excessif",1,
H6372,פִּינְחָס,,,Phinées = «bouche de cuivre»,25,
H6373,פִּינֹן,,,"Pinon = «obscurité, ténèbres»",2,
H6374,פִּיפִיָּה,,,"dent, bord, fil, bouche",2,
H6375,פִּיק,,,"chancelant, vacillant, chanceler, trébucher",1,
H6376,פִּישׁוֹן,,,Pischon = «augmentation»,1,
H6377,פִּיתוֹן,,,Pithon = «inoffensif»,2,
H6378,פַּךְ,,,"fiole, gourde",3,
H6379,פָּכָה,,,"couler, verser, tomber à verse",1,
H6380,פֹּכֶ֫רֶת הַצְבָיִם,,,Pokéreth-Hatsebaïm = «les liens des gazelles»,4,
H6381,פָּלָא,,,"être merveilleux, étonnant, extraordinaire, séparé par une action distinguée",71,
H6382,פֶּ֫לֶא,,,"miracle, merveille",13,
H6383,פִּלְאִי,,,"merveilleux, incompréhensible, extraordinaire",2,
H6384,פַּלֻּאִי,,,Palluites = voir Pallu «merveilleux»,1,
H6385,פָּלַג,,,"diviser, fendre, partager",4,
H6386,פְּלַג,,,diviser,1,
H6387,פְּלַג,,,"moitié, demi",1,
H6388,פֶּ֫לֶג,,,"canal, cours d’eau",10,
H6389,פֶּ֫לֶג,,,Péleg = «division»,7,
H6390,פְּלַגָּה,,,"courant, division, fleuve",1,
H6391,פְּלֻגָּה,,,division,3,
H6392,פְּלֻגָּה,,,"division, section",1,
H6393,פְּלָדָה,,,"fer, acier",1,
H6394,פִּלְדָּשׁ,,,Pildasch = «flamme de feu»,1,
H6395,פָּלָה,,,"être distinct, remarqué, être séparé, être distingué",7,
H6396,פַּלּוּא,,,Pallu = «distingué»,5,
H6397,פְּלוֹנִי,,,"De Palon, Pelonite = «une certaine personne»",3,
H6398,פָּלַח,,,"fendre, trancher",5,
H6399,פְּלַח,,,"servir, adorer, révérer, être ministre de",10,
H6400,פֶּ֫לַח,,,"scission, meule de pierre, coupure, tranche, partie coupée",6,
H6401,פִּלְחָא,,,"Pilcha = «tranchant, qui laboure»",1,
H6402,פׇּלְחָן,,,"service, culte, adoration",1,
H6403,פָּלַט,,,"échapper, sauver, délivrer, fuir au loin",26,
H6404,פֶּ֫לֶט,,,Péleth = «délivrance»,2,
H6405,פַּלֵּט,,,"délivrance, échapper",1,
H6406,פַּלְטִי,,,Palthi = «ma délivrance»,2,
H6407,פַּלְטִי,,,De Péleth = «fuite»,1,
H6408,פִּלְטָ֑י,,,Pilthaï = «mes délivrances»,1,
H6409,פַּלְטִיאֵל,,,Paltiel ou Palthiel = «Dieu délivre»,2,
H6410,פְּלַטְיָ֫הוּ,,,Pelathia = «l’Éternel délivre»,5,
H6411,פְּלָיָה,,,Pelaja = «l’Éternel fait des merveilles»,3,
H6412,פָּלִיט,,,"réfugié, fuyard, celui qui s’est échappé",24,2024-11-08T10:46:55.000Z
H6413,פְּלֵיטָה,,,"fuite, délivrance",28,
H6414,פָּלִיל,,,"juge, imposition, répartition, estimation",3,
H6415,פְּלִילָה,,,fonction du juge ou de l’arbitre,1,
H6416,פְּלִילִי,,,"ce qui est pour un juge, qui appelle à jugement, judiciaire, criminel",1,
H6417,פְּלִילִיָּה,,,"donner une décision, prononcer un jugement, raisonnement",1,
H6418,פֶּ֫לֶךְ,,,"faire tourner un fuseau, bâton, district",10,
H6419,פָּלַל,,,"intervenir, s’interposer, prier",84,
H6420,פָּלָל,,,"Palal = «juge, (Dieu) a jugé»",1,
H6421,פְּלַלְיָה,,,Pelalia = «l’Éternel a jugé»,1,
H6422,פַּלְמוֹנִי,,,une certaine personne,1,
H6423,פְּלֹנִי,,,une certaine personne,3,
H6424,פָּלַס,,,"(piel) peser, mettre de niveau, équilibrer",6,
H6425,פֶּ֫לֶס,,,balance,2,
H6426,פָּלַץ,,,"(hitp.) frissonner, trembler",1,
H6427,פַּלָּצוּת,,,"frissonnement, tremblement",4,
H6428,פָּלַשׁ,,,rouler,4,
H6429,פְּלֶ֫שֶׁת,,,pays des Philistins = «terre de ceux qui séjournent»,8,
H6430,פְּלִשְׁתִּי,,,Philistins = «immigrants»,288,
H6431,פֶּ֫לֶת,,,Péleth = «vitesse»,2,
H6432,פְּלֵתִי,,,Péléthiens = «courriers»,7,
H6433,פֻּם,,,bouche,6,
H6434,פֵּן,,,angle,1,
H6435,פֶּן־,,,de peur que,133,2026-02-20T14:22:07.050Z
H6436,פַּנַּג,,,"«Pannag» – une nourriture comestible, peut-être pâtisserie",1,
H6437,פָּנָה,,,"(qal) tourner, se retourner, faire demi-tour ; (piel) retourner, revenir ; (Hif, Hof) retourner, revenir ;  (Qal, Hof) se mettre en face de, tourner vers ; (piel) éloigner, débarrasser",135,2025-10-03T11:09:43.245Z
H6438,פִּנָּה,,,"angle, angulaire",29,
H6439,פְּנוּאֵל,,,Penuel ou Peniel = «la face de Dieu»,9,
H6440,פָּנֶה,,,face,2127,
H6441,פְּנִ֫ימָה,,,"vers l’intérieur, dedans",13,
H6442,פְּנִימִי,,,intérieur,32,
H6443,פְּנִינִים,,,objet précieux,6,
H6444,פְּנִנָּה,,,"Peninna = «bijou, corail»",3,
H6445,פָּנַק,,,"(piel) favoriser, choyer, élever, traiter avec délicatesse",1,
H6446,פַּס,,,couleur,5,
H6447,פַּס,,,paume de la main,2,
H6448,פָּסַג,,,(piel) passer entre ou à l’intérieur,1,
H6449,פִּסְגָּה,,,Pisga = «fente»,8,
H6450,פַּס דַּמִּים,,,Pas-Dammim = «frontière de sang»,2,
H6451,פִּסָּה,,,"abondance, plénitude",1,
H6452,פָּסַח,,,"passer par-dessus, sauter",7,
H6453,פֶּ֫סַח,,,"pâque = «passer outre, épargner»",49,
H6454,פָּסֵחַ,,,"Paséach = «boiteux, estropié»",4,
H6455,פִּסֵּחַ,,,boiteux,14,
H6456,פָּסִיל,,,"image, idole, image gravée",23,
H6457,פָּסַךְ,,,"Pasac = «découpé, séparé»",1,
H6458,פָּסַל,,,"couper, tailler, tailler selon une forme",6,
H6459,פֶּ֫סֶל,,,"idole, image",31,
H6460,פְּסַנְטֵרִין,,,un instrument à cordes (triangulaire),4,
H6461,פָּסַס,,,"disparaître, s’évanouir, cesser, manquer",1,
H6462,פִּסְפָּה,,,Pispa = «disparition»,1,
H6463,פָּעָה,,,"(qal) gémir, s’écrier, crier",1,
H6464,פָּ֑עוּ,,,Pahi ou Pau = «bêlement»,2,
